,ex_name,userId,Reference,SampleA,SampleB,choice_answerTimbre,choice_answerRhythm,choice_answerMelody,choice_answerTotal,choice_time
14100,ex202407,user90,set20/0/piano/X_1937-13.wav,set20/0/piano/A_1943-45.wav,set20/0/piano/B_1913-15.wav,B+,B-,B-,B-,148353
14103,ex202407,user186,set13/3/guitar/X_1947-33.wav,set13/3/guitar/A_1891-52.wav,set13/3/guitar/B_1903-46.wav,B-,B-,NA,B-,72487
14104,ex202407,user186,set13/3/residuals/X_1947-62.wav,set13/3/residuals/A_1891-46.wav,set13/3/residuals/B_1903-1.wav,A-,A-,A-,A-,52547
14105,ex202407,user186,set13/0/drums/X_1959-17.wav,set13/0/drums/A_1931-35.wav,set13/0/drums/B_1897-47.wav,B-,A-,A-,A-,198621
14106,ex202407,user186,set13/2/drums/X_2017-22.wav,set13/2/drums/A_1959-48.wav,set13/2/drums/B_1973-23.wav,B-,B-,B-,B-,79167
14107,ex202407,user186,set13/1/residuals/X_2081-37.wav,set13/1/residuals/A_1899-27.wav,set13/1/residuals/B_1943-14.wav,B-,NA,NA,B-,46973
14111,ex202407,user186,set13/0/residuals/X_1959-12.wav,set13/0/residuals/A_1931-32.wav,set13/0/residuals/B_1897-37.wav,A-,NA,NA,A-,70078
14116,ex202407,user186,set13/1/guitar/X_2081-23.wav,set13/1/guitar/A_1899-7.wav,set13/1/guitar/B_1943-28.wav,A-,NA,NA,A-,56322
14118,ex202407,user186,set13/2/piano/X_2017-5.wav,set13/2/piano/A_1959-38.wav,set13/2/piano/B_1973-42.wav,B-,NA,NA,B-,26824
14121,ex202407,user186,set13/1/mix/X_2081-6.wav,set13/1/mix/A_1899-30.wav,set13/1/mix/B_1943-12.wav,NA,A-,NA,A-,37583
14122,ex202407,user186,set13/2/mix/X_2017-19.wav,set13/2/mix/A_1959-44.wav,set13/2/mix/B_1973-50.wav,B-,B-,NA,B-,24110
14124,ex202407,user186,set13/3/bass/X_1947-39.wav,set13/3/bass/A_1891-26.wav,set13/3/bass/B_1903-36.wav,A-,A-,A-,A-,35259
14126,ex202407,user186,set13/2/bass/X_2017-23.wav,set13/2/bass/A_1959-26.wav,set13/2/bass/B_1973-35.wav,A-,B-,B-,B-,44818
14127,ex202407,user186,set13/2/residuals/X_2017-42.wav,set13/2/residuals/A_1959-30.wav,set13/2/residuals/B_1973-18.wav,B-,NA,NA,B-,40100
14130,ex202407,user186,set13/0/piano/X_1959-37.wav,set13/0/piano/A_1931-19.wav,set13/0/piano/B_1897-50.wav,B-,NA,NA,B-,83532
14133,ex202407,user186,set13/1/drums/X_2081-33.wav,set13/1/drums/A_1899-26.wav,set13/1/drums/B_1943-21.wav,A-,A-,A-,A-,47640
14134,ex202407,user186,set13/1/bass/X_2081-29.wav,set13/1/bass/A_1899-5.wav,set13/1/bass/B_1943-23.wav,A+,A-,A-,A-,39586
14136,ex202407,user186,set13/2/guitar/X_2017-34.wav,set13/2/guitar/A_1959-48.wav,set13/2/guitar/B_1973-27.wav,A-,A-,A+,A-,404315
14139,ex202407,user186,set13/0/guitar/X_1959-27.wav,set13/0/guitar/A_1931-14.wav,set13/0/guitar/B_1897-27.wav,A-,NA,NA,A-,64798
14140,ex202407,user186,set13/3/piano/X_1947-43.wav,set13/3/piano/A_1891-10.wav,set13/3/piano/B_1903-3.wav,B-,NA,NA,B-,83827
14146,ex202407,user186,set13/1/piano/X_2081-8.wav,set13/1/piano/A_1899-27.wav,set13/1/piano/B_1943-18.wav,B-,B-,B-,B-,27658
14147,ex202407,user186,set13/3/mix/X_1947-47.wav,set13/3/mix/A_1891-5.wav,set13/3/mix/B_1903-47.wav,A-,NA,NA,A-,50214
14148,ex202407,user186,set13/3/drums/X_1947-24.wav,set13/3/drums/A_1891-48.wav,set13/3/drums/B_1903-38.wav,B-,B-,B-,B-,71568
14149,ex202407,user186,set13/0/bass/X_1959-44.wav,set13/0/bass/A_1931-22.wav,set13/0/bass/B_1897-3.wav,A-,NA,NA,A-,186264
14151,ex202407,user186,set13/0/mix/X_1959-29.wav,set13/0/mix/A_1931-1.wav,set13/0/mix/B_1897-56.wav,B-,NA,NA,B-,43459
14155,ex202407,user15,set11/0/mix/X_2084-49.wav,set11/0/mix/A_1883-28.wav,set11/0/mix/B_1981-11.wav,B+,B+,B+,B+,31412
14157,ex202407,user15,set11/1/mix/X_2070-34.wav,set11/1/mix/A_2045-15.wav,set11/1/mix/B_1987-46.wav,A+,B+,B-,B-,34869
14159,ex202407,user15,set11/3/bass/X_1957-80.wav,set11/3/bass/A_1987-47.wav,set11/3/bass/B_1932-2.wav,B+,B-,B+,B+,34230
14160,ex202407,user15,set11/1/bass/X_2070-37.wav,set11/1/bass/A_2045-42.wav,set11/1/bass/B_1987-32.wav,B+,B+,B+,B+,20861
14166,ex202407,user15,set11/2/residuals/X_1888-9.wav,set11/2/residuals/A_1927-12.wav,set11/2/residuals/B_2052-32.wav,B-,B+,B+,B+,36401
14170,ex202407,user15,set11/3/piano/X_1957-72.wav,set11/3/piano/A_1987-40.wav,set11/3/piano/B_1932-19.wav,B-,B+,B+,B+,36632
14171,ex202407,user15,set11/3/drums/X_1957-37.wav,set11/3/drums/A_1987-29.wav,set11/3/drums/B_1932-41.wav,NA,A-,NA,A-,33294
14173,ex202407,user15,set11/0/guitar/X_2084-4.wav,set11/0/guitar/A_1883-14.wav,set11/0/guitar/B_1981-26.wav,A+,NA,A+,A+,25166
14175,ex202407,user15,set11/1/drums/X_2070-33.wav,set11/1/drums/A_2045-26.wav,set11/1/drums/B_1987-29.wav,B+,B+,NA,B+,36130
14176,ex202407,user15,set11/1/residuals/X_2070-17.wav,set11/1/residuals/A_2045-25.wav,set11/1/residuals/B_1987-33.wav,B+,B+,B+,B+,29506
14177,ex202407,user15,set11/3/guitar/X_1957-45.wav,set11/3/guitar/A_1987-55.wav,set11/3/guitar/B_1932-20.wav,A+,NA,B-,A-,55307
14178,ex202407,user15,set11/2/mix/X_1888-47.wav,set11/2/mix/A_1927-10.wav,set11/2/mix/B_2052-2.wav,B+,B+,B+,B+,24305
14180,ex202407,user15,set11/3/residuals/X_1957-34.wav,set11/3/residuals/A_1987-34.wav,set11/3/residuals/B_1932-15.wav,B+,B-,B+,B+,36915
14181,ex202407,user15,set11/0/residuals/X_2084-36.wav,set11/0/residuals/A_1883-35.wav,set11/0/residuals/B_1981-44.wav,B-,B+,B+,B+,23002
14183,ex202407,user15,set11/3/mix/X_1957-68.wav,set11/3/mix/A_1987-44.wav,set11/3/mix/B_1932-21.wav,A+,A+,A+,A+,21866
14184,ex202407,user15,set11/1/guitar/X_2070-28.wav,set11/1/guitar/A_2045-33.wav,set11/1/guitar/B_1987-36.wav,A+,B-,B+,B+,26607
14187,ex202407,user15,set11/2/guitar/X_1888-7.wav,set11/2/guitar/A_1927-22.wav,set11/2/guitar/B_2052-26.wav,NA,B+,B-,B+,44875
14190,ex202407,user15,set11/2/drums/X_1888-58.wav,set11/2/drums/A_1927-31.wav,set11/2/drums/B_2052-40.wav,NA,B-,NA,B-,34660
14194,ex202407,user15,set11/1/piano/X_2070-49.wav,set11/1/piano/A_2045-4.wav,set11/1/piano/B_1987-41.wav,B-,A+,A-,A-,39595
14195,ex202407,user15,set11/2/bass/X_1888-11.wav,set11/2/bass/A_1927-16.wav,set11/2/bass/B_2052-13.wav,A+,B+,NA,A-,35623
14196,ex202407,user15,set11/0/bass/X_2084-5.wav,set11/0/bass/A_1883-24.wav,set11/0/bass/B_1981-45.wav,A+,A+,A+,A+,18749
14199,ex202407,user15,set11/0/piano/X_2084-25.wav,set11/0/piano/A_1883-13.wav,set11/0/piano/B_1981-3.wav,A+,B+,B+,B+,30360
14200,ex202407,user15,set11/2/piano/X_1888-51.wav,set11/2/piano/A_1927-35.wav,set11/2/piano/B_2052-31.wav,B-,B+,B+,B+,23423
14201,ex202407,user15,set11/0/drums/X_2084-21.wav,set11/0/drums/A_1883-2.wav,set11/0/drums/B_1981-34.wav,B-,NA,NA,B-,24225
14203,ex202407,user204,set6/1/residuals/X_2018-27.wav,set6/1/residuals/A_1998-44.wav,set6/1/residuals/B_2019-5.wav,B-,A-,A-,A-,42991
14205,ex202407,user204,set6/2/drums/X_2030-52.wav,set6/2/drums/A_2050-16.wav,set6/2/drums/B_2056-41.wav,A-,B+,B-,B-,27512
14206,ex202407,user204,set6/1/bass/X_2018-20.wav,set6/1/bass/A_1998-20.wav,set6/1/bass/B_2019-36.wav,A-,NA,B-,B-,38621
14207,ex202407,user204,set6/3/residuals/X_1998-17.wav,set6/3/residuals/A_1883-31.wav,set6/3/residuals/B_1981-47.wav,A+,A+,A-,A+,33912
14208,ex202407,user204,set6/2/guitar/X_2030-33.wav,set6/2/guitar/A_2050-17.wav,set6/2/guitar/B_2056-34.wav,NA,A-,A-,A-,29598
14209,ex202407,user204,set6/0/residuals/X_1959-9.wav,set6/0/residuals/A_1877-26.wav,set6/0/residuals/B_2056-16.wav,NA,A-,B-,A-,30572
14210,ex202407,user204,set6/3/guitar/X_1998-44.wav,set6/3/guitar/A_1883-35.wav,set6/3/guitar/B_1981-49.wav,NA,NA,B-,B-,49010
14213,ex202407,user204,set6/3/bass/X_1998-17.wav,set6/3/bass/A_1883-34.wav,set6/3/bass/B_1981-40.wav,A-,NA,A-,A-,58554
14214,ex202407,user204,set6/3/mix/X_1998-40.wav,set6/3/mix/A_1883-26.wav,set6/3/mix/B_1981-8.wav,NA,B-,B-,B-,126275
14216,ex202407,user204,set6/1/piano/X_2018-48.wav,set6/1/piano/A_1998-16.wav,set6/1/piano/B_2019-32.wav,NA,NA,A-,A-,51964
14217,ex202407,user204,set6/2/residuals/X_2030-6.wav,set6/2/residuals/A_2050-30.wav,set6/2/residuals/B_2056-43.wav,NA,B-,B-,B-,254834
14220,ex202407,user204,set6/0/drums/X_1959-18.wav,set6/0/drums/A_1877-18.wav,set6/0/drums/B_2056-15.wav,A-,B-,B-,B-,76478
14226,ex202407,user204,set6/0/guitar/X_1959-45.wav,set6/0/guitar/A_1877-13.wav,set6/0/guitar/B_2056-17.wav,NA,B-,B-,B-,41003
14230,ex202407,user204,set6/2/piano/X_2030-47.wav,set6/2/piano/A_2050-36.wav,set6/2/piano/B_2056-23.wav,NA,A-,NA,A-,91043
14231,ex202407,user204,set6/1/mix/X_2018-36.wav,set6/1/mix/A_1998-9.wav,set6/1/mix/B_2019-4.wav,A-,NA,A-,A-,49655
14233,ex202407,user204,set6/1/drums/X_2018-26.wav,set6/1/drums/A_1998-2.wav,set6/1/drums/B_2019-9.wav,A-,NA,A-,A-,28532
14236,ex202407,user204,set6/2/mix/X_2030-2.wav,set6/2/mix/A_2050-39.wav,set6/2/mix/B_2056-6.wav,B-,B-,B-,B+,40929
14237,ex202407,user204,set6/0/piano/X_1959-23.wav,set6/0/piano/A_1877-22.wav,set6/0/piano/B_2056-23.wav,A+,A-,A-,A+,30095
14240,ex202407,user204,set6/3/drums/X_1998-25.wav,set6/3/drums/A_1883-10.wav,set6/3/drums/B_1981-37.wav,A+,A-,A-,A+,37196
14242,ex202407,user204,set6/1/guitar/X_2018-38.wav,set6/1/guitar/A_1998-5.wav,set6/1/guitar/B_2019-52.wav,B-,B-,B-,B+,34854
14244,ex202407,user204,set6/3/piano/X_1998-41.wav,set6/3/piano/A_1883-6.wav,set6/3/piano/B_1981-3.wav,A-,A-,NA,A-,61067
14245,ex202407,user204,set6/0/bass/X_1959-28.wav,set6/0/bass/A_1877-22.wav,set6/0/bass/B_2056-24.wav,NA,NA,A-,A-,42627
14248,ex202407,user204,set6/2/bass/X_2030-44.wav,set6/2/bass/A_2050-41.wav,set6/2/bass/B_2056-5.wav,B-,NA,B-,B-,36792
14252,ex202407,user204,set6/0/mix/X_1959-15.wav,set6/0/mix/A_1877-35.wav,set6/0/mix/B_2056-4.wav,NA,B-,NA,B-,37787
14253,ex202407,user46,set14/0/bass/X_1952-22.wav,set14/0/bass/A_1990-34.wav,set14/0/bass/B_2061-60.wav,A-,A-,A-,A-,21768
14254,ex202407,user46,set14/0/mix/X_1952-14.wav,set14/0/mix/A_1990-31.wav,set14/0/mix/B_2061-10.wav,NA,B-,B-,B-,25303
14255,ex202407,user46,set14/1/mix/X_1956-33.wav,set14/1/mix/A_1976-8.wav,set14/1/mix/B_1929-18.wav,NA,B-,B-,B-,30392
14258,ex202407,user46,set14/2/drums/X_2037-15.wav,set14/2/drums/A_1928-31.wav,set14/2/drums/B_2050-21.wav,B-,B-,NA,B-,60283
14259,ex202407,user46,set14/3/mix/X_2069-11.wav,set14/3/mix/A_1882-33.wav,set14/3/mix/B_1897-58.wav,NA,A-,NA,A-,34530
14263,ex202407,user46,set14/3/residuals/X_2069-30.wav,set14/3/residuals/A_1882-52.wav,set14/3/residuals/B_1897-15.wav,NA,B-,B-,B-,18366
14264,ex202407,user46,set14/2/bass/X_2037-31.wav,set14/2/bass/A_1928-28.wav,set14/2/bass/B_2050-8.wav,NA,B-,NA,B-,30374
14265,ex202407,user46,set14/0/residuals/X_1952-31.wav,set14/0/residuals/A_1990-5.wav,set14/0/residuals/B_2061-58.wav,NA,A-,A-,A-,29020
14267,ex202407,user46,set14/0/drums/X_1952-23.wav,set14/0/drums/A_1990-80.wav,set14/0/drums/B_2061-22.wav,NA,B-,NA,B-,40115
14269,ex202407,user46,set14/1/drums/X_1956-36.wav,set14/1/drums/A_1976-32.wav,set14/1/drums/B_1929-11.wav,A-,A-,NA,A-,29938
14270,ex202407,user46,set14/2/residuals/X_2037-21.wav,set14/2/residuals/A_1928-34.wav,set14/2/residuals/B_2050-12.wav,NA,B-,B-,B-,18879
14271,ex202407,user46,set14/3/drums/X_2069-13.wav,set14/3/drums/A_1882-26.wav,set14/3/drums/B_1897-47.wav,NA,A-,NA,A-,39205
14274,ex202407,user46,set14/1/guitar/X_1956-1.wav,set14/1/guitar/A_1976-14.wav,set14/1/guitar/B_1929-19.wav,NA,A-,NA,A-,41294
14276,ex202407,user46,set14/3/guitar/X_2069-43.wav,set14/3/guitar/A_1882-9.wav,set14/3/guitar/B_1897-46.wav,NA,A-,NA,A-,31756
14277,ex202407,user46,set14/1/piano/X_1956-37.wav,set14/1/piano/A_1976-47.wav,set14/1/piano/B_1929-10.wav,B-,NA,NA,B-,27119
14278,ex202407,user46,set14/0/piano/X_1952-35.wav,set14/0/piano/A_1990-20.wav,set14/0/piano/B_2061-41.wav,NA,A-,A-,A-,35174
14285,ex202407,user46,set14/2/piano/X_2037-35.wav,set14/2/piano/A_1928-35.wav,set14/2/piano/B_2050-23.wav,NA,A-,NA,A-,30472
14288,ex202407,user46,set14/0/guitar/X_1952-39.wav,set14/0/guitar/A_1990-62.wav,set14/0/guitar/B_2061-11.wav,NA,B-,B-,B-,31274
14292,ex202407,user46,set14/2/mix/X_2037-51.wav,set14/2/mix/A_1928-20.wav,set14/2/mix/B_2050-43.wav,B-,B-,B-,B-,23145
14293,ex202407,user46,set14/1/bass/X_1956-6.wav,set14/1/bass/A_1976-18.wav,set14/1/bass/B_1929-43.wav,A-,NA,NA,A-,29914
14295,ex202407,user46,set14/2/guitar/X_2037-31.wav,set14/2/guitar/A_1928-33.wav,set14/2/guitar/B_2050-27.wav,NA,B-,B-,B-,24837
14296,ex202407,user46,set14/3/piano/X_2069-45.wav,set14/3/piano/A_1882-39.wav,set14/3/piano/B_1897-34.wav,NA,NA,B-,B-,34741
14300,ex202407,user46,set14/1/residuals/X_1956-38.wav,set14/1/residuals/A_1976-27.wav,set14/1/residuals/B_1929-25.wav,A-,A-,NA,A-,29405
14302,ex202407,user46,set14/3/bass/X_2069-24.wav,set14/3/bass/A_1882-25.wav,set14/3/bass/B_1897-41.wav,B-,NA,NA,B-,19301
14303,ex202407,user207,set17/1/mix/X_1962-16.wav,set17/1/mix/A_1943-29.wav,set17/1/mix/B_2036-36.wav,B-,B+,B+,B-,22177
14307,ex202407,user207,set17/1/drums/X_1962-23.wav,set17/1/drums/A_1943-3.wav,set17/1/drums/B_2036-20.wav,B-,B+,B+,B+,19541
14310,ex202407,user207,set17/3/bass/X_1994-32.wav,set17/3/bass/A_1993-61.wav,set17/3/bass/B_2030-20.wav,A-,A-,NA,A-,22590
14313,ex202407,user207,set17/0/bass/X_2004-11.wav,set17/0/bass/A_1880-41.wav,set17/0/bass/B_2031-42.wav,A-,A-,NA,A-,20757
14323,ex202407,user207,set17/1/piano/X_1962-37.wav,set17/1/piano/A_1943-40.wav,set17/1/piano/B_2036-32.wav,A+,NA,A+,A+,21059
14324,ex202407,user207,set17/0/piano/X_2004-40.wav,set17/0/piano/A_1880-35.wav,set17/0/piano/B_2031-35.wav,A-,A-,A-,A-,20695
14325,ex202407,user207,set17/1/residuals/X_1962-20.wav,set17/1/residuals/A_1943-35.wav,set17/1/residuals/B_2036-20.wav,A-,A+,A+,A-,20925
14329,ex202407,user207,set17/2/guitar/X_1928-25.wav,set17/2/guitar/A_2054-44.wav,set17/2/guitar/B_2040-16.wav,B-,NA,B-,B-,20146
14330,ex202407,user207,set17/3/guitar/X_1994-30.wav,set17/3/guitar/A_1993-11.wav,set17/3/guitar/B_2030-25.wav,B-,A-,NA,B-,19895
14331,ex202407,user207,set17/2/drums/X_1928-23.wav,set17/2/drums/A_2054-45.wav,set17/2/drums/B_2040-18.wav,NA,B-,B-,B-,19628
14332,ex202407,user207,set17/2/residuals/X_1928-13.wav,set17/2/residuals/A_2054-45.wav,set17/2/residuals/B_2040-22.wav,A-,NA,NA,A-,19779
14333,ex202407,user207,set17/1/bass/X_1962-39.wav,set17/1/bass/A_1943-21.wav,set17/1/bass/B_2036-30.wav,A-,B-,NA,A-,21365
14335,ex202407,user207,set17/2/piano/X_1928-9.wav,set17/2/piano/A_2054-41.wav,set17/2/piano/B_2040-35.wav,A-,A-,NA,A-,21361
14336,ex202407,user207,set17/3/drums/X_1994-16.wav,set17/3/drums/A_1993-15.wav,set17/3/drums/B_2030-58.wav,A-,NA,NA,A-,19060
14337,ex202407,user207,set17/3/mix/X_1994-33.wav,set17/3/mix/A_1993-10.wav,set17/3/mix/B_2030-49.wav,NA,B-,NA,B-,22426
14339,ex202407,user207,set17/0/mix/X_2004-34.wav,set17/0/mix/A_1880-25.wav,set17/0/mix/B_2031-9.wav,A-,A-,NA,A-,20961
14341,ex202407,user207,set17/2/bass/X_1928-18.wav,set17/2/bass/A_2054-43.wav,set17/2/bass/B_2040-44.wav,A+,A-,A-,A-,21475
14342,ex202407,user207,set17/0/drums/X_2004-11.wav,set17/0/drums/A_1880-3.wav,set17/0/drums/B_2031-27.wav,B+,B-,B+,B-,19812
14344,ex202407,user207,set17/3/piano/X_1994-38.wav,set17/3/piano/A_1993-7.wav,set17/3/piano/B_2030-65.wav,NA,A-,A-,A-,20342
14346,ex202407,user207,set17/2/mix/X_1928-28.wav,set17/2/mix/A_2054-10.wav,set17/2/mix/B_2040-7.wav,A-,A-,A+,A-,19892
14347,ex202407,user207,set17/0/guitar/X_2004-37.wav,set17/0/guitar/A_1880-38.wav,set17/0/guitar/B_2031-28.wav,B+,B-,B-,B+,20886
14349,ex202407,user207,set17/3/residuals/X_1994-28.wav,set17/3/residuals/A_1993-17.wav,set17/3/residuals/B_2030-13.wav,A-,A+,A+,A+,19793
14350,ex202407,user207,set17/0/residuals/X_2004-21.wav,set17/0/residuals/A_1880-29.wav,set17/0/residuals/B_2031-22.wav,A-,NA,A-,A-,25778
14351,ex202407,user207,set17/1/guitar/X_1962-15.wav,set17/1/guitar/A_1943-31.wav,set17/1/guitar/B_2036-32.wav,B-,A-,NA,B-,20010
14353,ex202407,user203,set19/1/residuals/X_2084-50.wav,set19/1/residuals/A_2051-33.wav,set19/1/residuals/B_1955-47.wav,A-,A-,B-,A-,20312
14355,ex202407,user203,set19/0/piano/X_2064-13.wav,set19/0/piano/A_1975-32.wav,set19/0/piano/B_2024-45.wav,A-,B-,B-,B-,21634
14357,ex202407,user203,set19/0/drums/X_2064-27.wav,set19/0/drums/A_1975-49.wav,set19/0/drums/B_2024-12.wav,NA,B-,B-,B-,21217
14358,ex202407,user203,set19/1/guitar/X_2084-1.wav,set19/1/guitar/A_2051-25.wav,set19/1/guitar/B_1955-32.wav,NA,NA,B-,B-,20021
14361,ex202407,user203,set19/1/bass/X_2084-54.wav,set19/1/bass/A_2051-35.wav,set19/1/bass/B_1955-44.wav,NA,NA,B-,B-,17062
14364,ex202407,user203,set19/1/piano/X_2084-7.wav,set19/1/piano/A_2051-6.wav,set19/1/piano/B_1955-39.wav,NA,B-,NA,B-,22476
14368,ex202407,user203,set19/3/bass/X_2088-17.wav,set19/3/bass/A_2008-13.wav,set19/3/bass/B_2054-46.wav,A-,NA,NA,A-,16855
14369,ex202407,user203,set19/3/residuals/X_2088-41.wav,set19/3/residuals/A_2008-11.wav,set19/3/residuals/B_2054-53.wav,A-,NA,NA,A-,17609
14370,ex202407,user203,set19/0/residuals/X_2064-42.wav,set19/0/residuals/A_1975-32.wav,set19/0/residuals/B_2024-47.wav,B-,B-,B-,B-,19797
14371,ex202407,user203,set19/2/residuals/X_2017-35.wav,set19/2/residuals/A_2038-21.wav,set19/2/residuals/B_2053-23.wav,B-,B-,B-,B-,17366
14375,ex202407,user203,set19/3/guitar/X_2088-18.wav,set19/3/guitar/A_2008-19.wav,set19/3/guitar/B_2054-32.wav,NA,A-,NA,A-,18918
14378,ex202407,user203,set19/3/drums/X_2088-10.wav,set19/3/drums/A_2008-25.wav,set19/3/drums/B_2054-51.wav,A-,NA,NA,A-,23125
14379,ex202407,user203,set19/0/mix/X_2064-14.wav,set19/0/mix/A_1975-8.wav,set19/0/mix/B_2024-43.wav,NA,NA,B+,B-,19671
14380,ex202407,user203,set19/0/guitar/X_2064-19.wav,set19/0/guitar/A_1975-27.wav,set19/0/guitar/B_2024-38.wav,NA,NA,B+,B-,20860
14381,ex202407,user203,set19/3/mix/X_2088-35.wav,set19/3/mix/A_2008-33.wav,set19/3/mix/B_2054-59.wav,NA,B-,B-,B-,18745
14382,ex202407,user203,set19/2/mix/X_2017-22.wav,set19/2/mix/A_2038-5.wav,set19/2/mix/B_2053-38.wav,B-,NA,B-,B-,22573
14385,ex202407,user203,set19/1/drums/X_2084-40.wav,set19/1/drums/A_2051-35.wav,set19/1/drums/B_1955-32.wav,NA,B-,NA,B-,23258
14386,ex202407,user203,set19/2/guitar/X_2017-30.wav,set19/2/guitar/A_2038-53.wav,set19/2/guitar/B_2053-21.wav,NA,NA,A-,A-,24818
14388,ex202407,user203,set19/2/piano/X_2017-19.wav,set19/2/piano/A_2038-16.wav,set19/2/piano/B_2053-39.wav,B-,NA,NA,B-,20253
14389,ex202407,user203,set19/2/bass/X_2017-10.wav,set19/2/bass/A_2038-6.wav,set19/2/bass/B_2053-34.wav,NA,NA,A-,A-,20980
14392,ex202407,user203,set19/3/piano/X_2088-30.wav,set19/3/piano/A_2008-29.wav,set19/3/piano/B_2054-3.wav,A-,NA,NA,A-,17913
14395,ex202407,user203,set19/2/drums/X_2017-35.wav,set19/2/drums/A_2038-8.wav,set19/2/drums/B_2053-51.wav,NA,B-,NA,B-,17410
14401,ex202407,user203,set19/1/mix/X_2084-56.wav,set19/1/mix/A_2051-23.wav,set19/1/mix/B_1955-26.wav,NA,B-,NA,B-,16411
14404,ex202407,user8,set2/1/bass/X_2086-27.wav,set2/1/bass/A_1954-46.wav,set2/1/bass/B_2037-38.wav,B-,B-,B-,B-,35254
14406,ex202407,user8,set2/3/bass/X_2037-22.wav,set2/3/bass/A_1936-22.wav,set2/3/bass/B_1898-29.wav,A+,A+,A-,A+,33679
14408,ex202407,user8,set2/2/drums/X_1913-20.wav,set2/2/drums/A_1948-39.wav,set2/2/drums/B_1956-16.wav,A-,A-,NA,A-,50200
14409,ex202407,user8,set2/2/guitar/X_1913-36.wav,set2/2/guitar/A_1948-31.wav,set2/2/guitar/B_1956-8.wav,B+,B+,B-,B+,37500
14410,ex202407,user8,set2/3/mix/X_2037-49.wav,set2/3/mix/A_1936-42.wav,set2/3/mix/B_1898-10.wav,A-,A+,A-,A+,38472
14412,ex202407,user8,set2/1/residuals/X_2086-39.wav,set2/1/residuals/A_1954-6.wav,set2/1/residuals/B_2037-6.wav,A+,A+,A+,A+,18862
14414,ex202407,user8,set2/2/residuals/X_1913-12.wav,set2/2/residuals/A_1948-25.wav,set2/2/residuals/B_1956-14.wav,NA,A-,A-,A-,35487
14415,ex202407,user8,set2/3/piano/X_2037-38.wav,set2/3/piano/A_1936-47.wav,set2/3/piano/B_1898-46.wav,B+,B-,B-,B-,39874
14416,ex202407,user8,set2/1/mix/X_2086-40.wav,set2/1/mix/A_1954-36.wav,set2/1/mix/B_2037-18.wav,A-,A-,A-,A-,47053
14418,ex202407,user8,set2/3/guitar/X_2037-5.wav,set2/3/guitar/A_1936-34.wav,set2/3/guitar/B_1898-18.wav,A-,A-,NA,A-,35156
14419,ex202407,user8,set2/3/residuals/X_2037-20.wav,set2/3/residuals/A_1936-45.wav,set2/3/residuals/B_1898-46.wav,A-,A-,A-,A-,38289
14422,ex202407,user8,set2/0/residuals/X_2090-23.wav,set2/0/residuals/A_2051-33.wav,set2/0/residuals/B_2023-44.wav,B-,B-,B-,B-,50969
14424,ex202407,user8,set2/0/guitar/X_2090-25.wav,set2/0/guitar/A_2051-3.wav,set2/0/guitar/B_2023-23.wav,NA,A-,NA,A-,69402
14431,ex202407,user8,set2/3/drums/X_2037-48.wav,set2/3/drums/A_1936-8.wav,set2/3/drums/B_1898-36.wav,NA,A-,NA,A-,20302
14432,ex202407,user8,set2/0/bass/X_2090-41.wav,set2/0/bass/A_2051-7.wav,set2/0/bass/B_2023-41.wav,A-,NA,NA,A-,34416
14433,ex202407,user8,set2/1/drums/X_2086-36.wav,set2/1/drums/A_1954-15.wav,set2/1/drums/B_2037-46.wav,NA,B-,NA,B-,20002
14437,ex202407,user8,set2/2/bass/X_1913-11.wav,set2/2/bass/A_1948-20.wav,set2/2/bass/B_1956-24.wav,A-,A+,A+,A+,19016
14438,ex202407,user8,set2/1/guitar/X_2086-19.wav,set2/1/guitar/A_1954-17.wav,set2/1/guitar/B_2037-51.wav,B-,NA,B-,B-,74636
14442,ex202407,user8,set2/2/mix/X_1913-41.wav,set2/2/mix/A_1948-12.wav,set2/2/mix/B_1956-10.wav,B-,A-,NA,B-,87846
14444,ex202407,user8,set2/0/mix/X_2090-38.wav,set2/0/mix/A_2051-31.wav,set2/0/mix/B_2023-5.wav,NA,NA,A-,A-,38019
14446,ex202407,user8,set2/0/drums/X_2090-6.wav,set2/0/drums/A_2051-1.wav,set2/0/drums/B_2023-10.wav,B-,A-,NA,A-,35806
14447,ex202407,user8,set2/1/piano/X_2086-18.wav,set2/1/piano/A_1954-14.wav,set2/1/piano/B_2037-43.wav,B-,NA,NA,B-,50833
14449,ex202407,user8,set2/2/piano/X_1913-28.wav,set2/2/piano/A_1948-22.wav,set2/2/piano/B_1956-37.wav,A+,A-,A-,A+,36981
14451,ex202407,user8,set2/0/piano/X_2090-40.wav,set2/0/piano/A_2051-48.wav,set2/0/piano/B_2023-30.wav,NA,A-,NA,A-,36031
14452,ex202407,user9,set12/1/bass/X_2026-9.wav,set12/1/bass/A_2042-22.wav,set12/1/bass/B_1886-47.wav,NA,NA,A-,A-,31783
14453,ex202407,user9,set12/2/drums/X_2081-13.wav,set12/2/drums/A_1972-12.wav,set12/2/drums/B_1996-29.wav,A-,A-,A-,A-,30434
14454,ex202407,user9,set12/2/bass/X_2081-35.wav,set12/2/bass/A_1972-9.wav,set12/2/bass/B_1996-20.wav,B-,A-,A-,A-,45613
14455,ex202407,user9,set12/2/guitar/X_2081-35.wav,set12/2/guitar/A_1972-59.wav,set12/2/guitar/B_1996-2.wav,NA,A-,A-,A-,32026
