Unnamed: 0,ex_name,subject_id,reference,sample_a,sample_b,answer_timbre,answer_rhythm,answer_melody,answer_total,choice_time
13320,ex202407,subject188,set10/2/piano/X_2005-33.wav,set10/2/piano/C_1998-19.wav,set10/2/piano/Y_2005-22.wav,B+,B+,B+,B+,27170
13321,ex202407,subject188,set10/3/piano/X_2019-24.wav,set10/3/piano/Y_2019-32.wav,set10/3/piano/C_2074-39.wav,A+,A+,A+,A+,20105
13325,ex202407,subject188,set10/1/guitar/X_1962-34.wav,set10/1/guitar/C_1948-40.wav,set10/1/guitar/Y_1962-10.wav,B-,B-,B-,B-,30850
13326,ex202407,subject188,set10/2/residuals/X_2005-1.wav,set10/2/residuals/C_1998-26.wav,set10/2/residuals/Y_2005-16.wav,B+,B+,B-,B+,38760
13327,ex202407,subject188,set10/0/mix/X_2053-56.wav,set10/0/mix/C_1882-26.wav,set10/0/mix/Y_2053-13.wav,B-,B+,B-,B-,38120
13334,ex202407,subject188,set10/1/piano/X_1962-26.wav,set10/1/piano/Y_1962-28.wav,set10/1/piano/C_1948-32.wav,A+,A+,A+,A+,20477
13335,ex202407,subject188,set10/0/bass/X_2053-28.wav,set10/0/bass/Y_2053-3.wav,set10/0/bass/C_1882-12.wav,A+,A-,A-,A-,766970
13340,ex202407,subject188,set10/3/mix/X_2019-47.wav,set10/3/mix/Y_2019-31.wav,set10/3/mix/C_2074-6.wav,A+,A+,A+,A+,46696
13341,ex202407,subject188,set10/0/residuals/X_2053-18.wav,set10/0/residuals/C_1882-32.wav,set10/0/residuals/Y_2053-35.wav,B-,B-,B-,B-,43135
13344,ex202407,subject188,set10/3/drums/X_2019-20.wav,set10/3/drums/Y_2019-25.wav,set10/3/drums/C_2074-44.wav,A+,A+,NA,A+,22414
13346,ex202407,subject188,set10/1/bass/X_1962-5.wav,set10/1/bass/Y_1962-35.wav,set10/1/bass/C_1948-25.wav,A+,A+,A+,A+,20606
13347,ex202407,subject188,set10/1/mix/X_1962-14.wav,set10/1/mix/Y_1962-39.wav,set10/1/mix/C_1948-34.wav,A+,A+,A+,A+,20630
13350,ex202407,subject188,set10/2/mix/X_2005-8.wav,set10/2/mix/Y_2005-13.wav,set10/2/mix/C_1998-23.wav,A+,A+,A+,A+,38254
13351,ex202407,subject188,set10/0/drums/X_2053-21.wav,set10/0/drums/C_1882-53.wav,set10/0/drums/Y_2053-56.wav,B+,B+,B+,B+,29182
13352,ex202407,subject188,set10/2/drums/X_2005-25.wav,set10/2/drums/Y_2005-5.wav,set10/2/drums/C_1998-21.wav,A+,A+,NA,A+,19182
13356,ex202407,subject211,set14/2/mix/X_2037-51.wav,set14/2/mix/C_2016-37.wav,set14/2/mix/Y_2037-2.wav,A-,B-,B-,B-,64079
13358,ex202407,subject211,set14/0/drums/X_1952-23.wav,set14/0/drums/Y_1952-30.wav,set14/0/drums/C_1959-49.wav,A+,A+,A+,A+,24380
13361,ex202407,subject211,set14/1/guitar/X_1956-1.wav,set14/1/guitar/Y_1956-38.wav,set14/1/guitar/C_1950-20.wav,NA,A-,A-,A-,42758
13362,ex202407,subject211,set14/3/residuals/X_2069-30.wav,set14/3/residuals/C_2074-57.wav,set14/3/residuals/Y_2069-48.wav,B+,B-,B-,B+,25198
13366,ex202407,subject211,set14/0/piano/X_1952-35.wav,set14/0/piano/Y_1952-18.wav,set14/0/piano/C_1959-23.wav,A-,A+,A+,A-,52311
13369,ex202407,subject211,set14/1/residuals/X_1956-38.wav,set14/1/residuals/Y_1956-30.wav,set14/1/residuals/C_1950-20.wav,A-,A-,A-,A-,38994
13370,ex202407,subject211,set14/1/bass/X_1956-6.wav,set14/1/bass/C_1950-30.wav,set14/1/bass/Y_1956-24.wav,A-,B-,B-,B-,48693
13371,ex202407,subject211,set14/0/guitar/X_1952-39.wav,set14/0/guitar/C_1959-7.wav,set14/0/guitar/Y_1952-33.wav,B-,B+,B-,B-,30667
13372,ex202407,subject211,set14/3/guitar/X_2069-43.wav,set14/3/guitar/C_2074-29.wav,set14/3/guitar/Y_2069-42.wav,B+,B+,B+,B+,32682
13374,ex202407,subject211,set14/2/guitar/X_2037-31.wav,set14/2/guitar/C_2016-20.wav,set14/2/guitar/Y_2037-10.wav,A-,B+,B-,B-,63133
13375,ex202407,subject211,set14/1/piano/X_1956-37.wav,set14/1/piano/Y_1956-38.wav,set14/1/piano/C_1950-38.wav,A+,A-,B-,A-,22276
13376,ex202407,subject211,set14/3/mix/X_2069-11.wav,set14/3/mix/C_2074-32.wav,set14/3/mix/Y_2069-35.wav,A-,B-,A-,A-,58435
13378,ex202407,subject211,set14/0/bass/X_1952-22.wav,set14/0/bass/C_1959-29.wav,set14/0/bass/Y_1952-6.wav,B+,B+,B-,B+,37273
13381,ex202407,subject211,set14/3/bass/X_2069-24.wav,set14/3/bass/Y_2069-4.wav,set14/3/bass/C_2074-38.wav,A+,A+,A-,A+,31383
13382,ex202407,subject211,set14/2/drums/X_2037-15.wav,set14/2/drums/C_2016-28.wav,set14/2/drums/Y_2037-25.wav,B+,B+,B+,B+,45362
13383,ex202407,subject211,set14/0/mix/X_1952-14.wav,set14/0/mix/Y_1952-29.wav,set14/0/mix/C_1959-15.wav,A-,A-,A-,A-,65417
13385,ex202407,subject211,set14/2/residuals/X_2037-21.wav,set14/2/residuals/C_2016-40.wav,set14/2/residuals/Y_2037-19.wav,B-,NA,B-,B-,75244
13388,ex202407,subject211,set14/1/mix/X_1956-33.wav,set14/1/mix/Y_1956-17.wav,set14/1/mix/C_1950-42.wav,A-,B-,B-,B-,22098
13389,ex202407,subject211,set14/0/residuals/X_1952-31.wav,set14/0/residuals/C_1959-32.wav,set14/0/residuals/Y_1952-13.wav,B+,B-,B+,B-,68234
13390,ex202407,subject211,set14/2/piano/X_2037-35.wav,set14/2/piano/Y_2037-29.wav,set14/2/piano/C_2016-17.wav,A-,A-,A-,A-,65432
13391,ex202407,subject211,set14/1/drums/X_1956-36.wav,set14/1/drums/Y_1956-29.wav,set14/1/drums/C_1950-40.wav,A+,A+,A+,A+,36712
13392,ex202407,subject211,set14/3/drums/X_2069-13.wav,set14/3/drums/Y_2069-37.wav,set14/3/drums/C_2074-11.wav,A+,A+,A+,A+,20583
13394,ex202407,subject211,set14/3/piano/X_2069-45.wav,set14/3/piano/C_2074-28.wav,set14/3/piano/Y_2069-28.wav,B-,A-,B-,B-,43507
13397,ex202407,subject211,set14/2/bass/X_2037-31.wav,set14/2/bass/Y_2037-27.wav,set14/2/bass/C_2016-41.wav,A-,B-,B-,B-,38383
13404,ex202407,subject8,set1/3/residuals/X_1959-17.wav,set1/3/residuals/Y_1959-10.wav,set1/3/residuals/C_2004-25.wav,A+,A+,A+,A+,21003
13406,ex202407,subject8,set1/2/residuals/X_1945-6.wav,set1/2/residuals/C_1985-4.wav,set1/2/residuals/Y_1945-33.wav,B+,B+,B+,B+,19584
13407,ex202407,subject8,set1/1/bass/X_1876-34.wav,set1/1/bass/C_1881-43.wav,set1/1/bass/Y_1876-26.wav,B-,B+,B+,B+,34216
13409,ex202407,subject8,set1/2/drums/X_1945-14.wav,set1/2/drums/C_1985-8.wav,set1/2/drums/Y_1945-21.wav,B+,B+,NA,B+,33260
13410,ex202407,subject8,set1/3/bass/X_1959-39.wav,set1/3/bass/C_2004-35.wav,set1/3/bass/Y_1959-1.wav,B+,B-,NA,B+,57339
13412,ex202407,subject8,set1/3/guitar/X_1959-49.wav,set1/3/guitar/C_2004-32.wav,set1/3/guitar/Y_1959-48.wav,B+,B+,B+,B+,30489
13413,ex202407,subject8,set1/2/guitar/X_1945-15.wav,set1/2/guitar/C_1985-41.wav,set1/2/guitar/Y_1945-33.wav,B+,B+,B+,B+,37121
13415,ex202407,subject8,set1/2/mix/X_1945-21.wav,set1/2/mix/Y_1945-16.wav,set1/2/mix/C_1985-29.wav,A-,A+,A+,A+,33160
13420,ex202407,subject8,set1/0/drums/X_2019-28.wav,set1/0/drums/Y_2019-27.wav,set1/0/drums/C_1892-6.wav,A+,A+,NA,A+,17153
13421,ex202407,subject8,set1/1/mix/X_1876-50.wav,set1/1/mix/C_1881-26.wav,set1/1/mix/Y_1876-16.wav,B-,NA,NA,B-,48716
13425,ex202407,subject8,set1/3/mix/X_1959-15.wav,set1/3/mix/C_2004-17.wav,set1/3/mix/Y_1959-2.wav,B+,B+,B+,B+,17815
13426,ex202407,subject8,set1/1/drums/X_1876-3.wav,set1/1/drums/Y_1876-17.wav,set1/1/drums/C_1881-54.wav,A+,A+,NA,A+,35573
13428,ex202407,subject8,set1/2/piano/X_1945-6.wav,set1/2/piano/C_1985-4.wav,set1/2/piano/Y_1945-14.wav,B-,B+,B+,B+,19390
13432,ex202407,subject8,set1/1/piano/X_1876-32.wav,set1/1/piano/C_1881-62.wav,set1/1/piano/Y_1876-17.wav,B+,B-,B-,B+,33935
13433,ex202407,subject8,set1/3/piano/X_1959-47.wav,set1/3/piano/C_2004-15.wav,set1/3/piano/Y_1959-41.wav,B+,B+,B+,B+,33386
13434,ex202407,subject8,set1/0/residuals/X_2019-21.wav,set1/0/residuals/Y_2019-38.wav,set1/0/residuals/C_1892-3.wav,A+,A+,A+,A+,30124
13439,ex202407,subject8,set1/1/guitar/X_1876-45.wav,set1/1/guitar/C_1881-11.wav,set1/1/guitar/Y_1876-6.wav,NA,B-,B-,B-,52245
13442,ex202407,subject8,set1/0/guitar/X_2019-31.wav,set1/0/guitar/Y_2019-8.wav,set1/0/guitar/C_1892-8.wav,A+,A+,A+,A+,19351
13443,ex202407,subject8,set1/0/piano/X_2019-9.wav,set1/0/piano/Y_2019-23.wav,set1/0/piano/C_1892-21.wav,A+,A+,A+,A+,17880
13444,ex202407,subject8,set1/2/bass/X_1945-27.wav,set1/2/bass/C_1985-17.wav,set1/2/bass/Y_1945-17.wav,B+,B+,B+,B+,33986
13445,ex202407,subject8,set1/0/mix/X_2019-10.wav,set1/0/mix/Y_2019-20.wav,set1/0/mix/C_1892-13.wav,A+,A+,A+,A+,17760
13446,ex202407,subject8,set1/0/bass/X_2019-6.wav,set1/0/bass/Y_2019-46.wav,set1/0/bass/C_1892-34.wav,NA,A+,A+,A+,20392
13449,ex202407,subject8,set1/1/residuals/X_1876-41.wav,set1/1/residuals/C_1881-36.wav,set1/1/residuals/Y_1876-37.wav,B+,B+,B+,B+,33942
13451,ex202407,subject8,set1/3/drums/X_1959-33.wav,set1/3/drums/Y_1959-48.wav,set1/3/drums/C_2004-36.wav,A-,A+,NA,A+,35878
13454,ex202407,subject15,set29/0/mix/X_2056-7.wav,set29/0/mix/Y_2056-29.wav,set29/0/mix/C_1963-33.wav,A+,A+,A+,A+,48219
13455,ex202407,subject15,set29/0/residuals/X_2056-8.wav,set29/0/residuals/C_1963-22.wav,set29/0/residuals/Y_2056-42.wav,B+,B+,B+,B+,23033
13457,ex202407,subject15,set29/1/residuals/X_2001-74.wav,set29/1/residuals/Y_2001-36.wav,set29/1/residuals/C_2056-45.wav,A+,A+,A+,A+,21177
13460,ex202407,subject15,set29/2/drums/X_2070-25.wav,set29/2/drums/C_2016-22.wav,set29/2/drums/Y_2070-39.wav,B+,B+,NA,B+,24864
13461,ex202407,subject15,set29/3/residuals/X_1902-33.wav,set29/3/residuals/C_2094-22.wav,set29/3/residuals/Y_1902-24.wav,A-,B+,B+,B+,63340
13462,ex202407,subject15,set29/1/guitar/X_2001-69.wav,set29/1/guitar/C_2056-18.wav,set29/1/guitar/Y_2001-14.wav,B+,B+,B+,B+,28382
13463,ex202407,subject15,set29/2/guitar/X_2070-18.wav,set29/2/guitar/C_2016-40.wav,set29/2/guitar/Y_2070-14.wav,B+,B+,B+,B+,28881
13464,ex202407,subject15,set29/3/guitar/X_1902-16.wav,set29/3/guitar/Y_1902-41.wav,set29/3/guitar/C_2094-50.wav,A+,A+,A+,A+,19182
13474,ex202407,subject15,set29/2/mix/X_2070-41.wav,set29/2/mix/Y_2070-31.wav,set29/2/mix/C_2016-34.wav,A+,A+,A+,A+,44327
13475,ex202407,subject15,set29/0/bass/X_2056-26.wav,set29/0/bass/C_1963-44.wav,set29/0/bass/Y_2056-3.wav,A+,B-,B+,B+,30725
13476,ex202407,subject15,set29/3/mix/X_1902-21.wav,set29/3/mix/Y_1902-26.wav,set29/3/mix/C_2094-17.wav,A+,A+,A+,A+,17972
13478,ex202407,subject15,set29/3/piano/X_1902-17.wav,set29/3/piano/C_2094-2.wav,set29/3/piano/Y_1902-20.wav,B+,B+,B+,B+,26513
13479,ex202407,subject15,set29/1/piano/X_2001-29.wav,set29/1/piano/Y_2001-13.wav,set29/1/piano/C_2056-10.wav,A+,A+,A+,A+,17199
13482,ex202407,subject15,set29/1/mix/X_2001-39.wav,set29/1/mix/C_2056-28.wav,set29/1/mix/Y_2001-52.wav,B+,B+,B+,B+,17244
13483,ex202407,subject15,set29/0/drums/X_2056-18.wav,set29/0/drums/C_1963-38.wav,set29/0/drums/Y_2056-10.wav,NA,B+,NA,B+,47986
13484,ex202407,subject15,set29/3/drums/X_1902-50.wav,set29/3/drums/Y_1902-48.wav,set29/3/drums/C_2094-13.wav,A+,A+,NA,A+,18306
13485,ex202407,subject15,set29/2/piano/X_2070-5.wav,set29/2/piano/Y_2070-7.wav,set29/2/piano/C_2016-45.wav,A+,A+,A+,A+,17428
13488,ex202407,subject15,set29/2/bass/X_2070-13.wav,set29/2/bass/Y_2070-32.wav,set29/2/bass/C_2016-41.wav,A+,A+,A+,A+,17252
13490,ex202407,subject15,set29/1/drums/X_2001-46.wav,set29/1/drums/Y_2001-63.wav,set29/1/drums/C_2056-16.wav,A+,B+,NA,A+,26713
13492,ex202407,subject15,set29/2/residuals/X_2070-13.wav,set29/2/residuals/C_2016-23.wav,set29/2/residuals/Y_2070-15.wav,B+,B+,B+,B+,17377
13493,ex202407,subject15,set29/3/bass/X_1902-37.wav,set29/3/bass/Y_1902-32.wav,set29/3/bass/C_2094-30.wav,B+,B+,B+,B+,41998
13496,ex202407,subject15,set29/0/piano/X_2056-5.wav,set29/0/piano/C_1963-9.wav,set29/0/piano/Y_2056-39.wav,B+,B+,B+,B+,21648
13498,ex202407,subject15,set29/0/guitar/X_2056-17.wav,set29/0/guitar/Y_2056-35.wav,set29/0/guitar/C_1963-21.wav,B+,B+,B+,B+,18705
13501,ex202407,subject15,set29/1/bass/X_2001-73.wav,set29/1/bass/Y_2001-63.wav,set29/1/bass/C_2056-38.wav,B+,B+,NA,B+,46535
13503,ex202407,subject46,set7/1/mix/X_2086-46.wav,set7/1/mix/Y_2086-33.wav,set7/1/mix/C_2093-5.wav,A+,A+,A-,A+,23241
13504,ex202407,subject46,set7/2/residuals/X_2074-49.wav,set7/2/residuals/Y_2074-33.wav,set7/2/residuals/C_2004-24.wav,A-,A-,A-,A-,27263
13506,ex202407,subject46,set7/2/mix/X_2074-3.wav,set7/2/mix/C_2004-13.wav,set7/2/mix/Y_2074-29.wav,A-,A-,A-,A-,26707
13508,ex202407,subject46,set7/0/piano/X_2007-38.wav,set7/0/piano/Y_2007-49.wav,set7/0/piano/C_1945-12.wav,A-,A-,A-,A-,44061
13510,ex202407,subject46,set7/0/residuals/X_2007-53.wav,set7/0/residuals/C_1945-9.wav,set7/0/residuals/Y_2007-2.wav,B-,B+,B+,B+,37848
13511,ex202407,subject46,set7/1/guitar/X_2086-39.wav,set7/1/guitar/Y_2086-40.wav,set7/1/guitar/C_2093-7.wav,A+,A-,A+,A+,18536
13513,ex202407,subject46,set7/3/residuals/X_2038-39.wav,set7/3/residuals/C_2000-34.wav,set7/3/residuals/Y_2038-28.wav,B+,B-,B+,B+,26364
13515,ex202407,subject46,set7/3/mix/X_2038-32.wav,set7/3/mix/Y_2038-36.wav,set7/3/mix/C_2000-23.wav,A-,A-,A-,A-,20274
13518,ex202407,subject46,set7/2/guitar/X_2074-39.wav,set7/2/guitar/C_2004-27.wav,set7/2/guitar/Y_2074-50.wav,B-,B-,B-,B-,22854
13521,ex202407,subject46,set7/2/drums/X_2074-6.wav,set7/2/drums/Y_2074-52.wav,set7/2/drums/C_2004-8.wav,A+,A-,NA,A-,17873
13524,ex202407,subject46,set7/1/residuals/X_2086-40.wav,set7/1/residuals/Y_2086-39.wav,set7/1/residuals/C_2093-11.wav,A-,A-,A-,A-,18397
13525,ex202407,subject46,set7/3/drums/X_2038-3.wav,set7/3/drums/C_2000-3.wav,set7/3/drums/Y_2038-18.wav,NA,A-,NA,A-,25637
13530,ex202407,subject46,set7/0/drums/X_2007-43.wav,set7/0/drums/C_1945-19.wav,set7/0/drums/Y_2007-14.wav,B+,B+,NA,B+,23577
13532,ex202407,subject46,set7/3/bass/X_2038-54.wav,set7/3/bass/C_2000-18.wav,set7/3/bass/Y_2038-56.wav,B-,B-,B-,B-,26158
13533,ex202407,subject46,set7/3/piano/X_2038-9.wav,set7/3/piano/Y_2038-4.wav,set7/3/piano/C_2000-34.wav,A-,A-,A-,A-,37602
13535,ex202407,subject46,set7/2/piano/X_2074-53.wav,set7/2/piano/Y_2074-19.wav,set7/2/piano/C_2004-20.wav,A+,A-,A-,A-,19683
13538,ex202407,subject46,set7/0/mix/X_2007-13.wav,set7/0/mix/C_1945-10.wav,set7/0/mix/Y_2007-21.wav,NA,B-,B-,B-,47297
13539,ex202407,subject46,set7/1/piano/X_2086-34.wav,set7/1/piano/Y_2086-1.wav,set7/1/piano/C_2093-30.wav,A+,A-,A-,A-,17986
13541,ex202407,subject46,set7/1/drums/X_2086-35.wav,set7/1/drums/Y_2086-49.wav,set7/1/drums/C_2093-27.wav,A+,A+,A+,A+,17162
13542,ex202407,subject46,set7/3/guitar/X_2038-1.wav,set7/3/guitar/Y_2038-47.wav,set7/3/guitar/C_2000-8.wav,NA,A-,A-,A-,29688
13545,ex202407,subject46,set7/0/guitar/X_2007-27.wav,set7/0/guitar/Y_2007-28.wav,set7/0/guitar/C_1945-39.wav,A+,A+,A+,A+,18873
13547,ex202407,subject46,set7/1/bass/X_2086-24.wav,set7/1/bass/C_2093-27.wav,set7/1/bass/Y_2086-6.wav,B+,B-,NA,B-,25996
13548,ex202407,subject46,set7/0/bass/X_2007-51.wav,set7/0/bass/C_1945-16.wav,set7/0/bass/Y_2007-36.wav,B+,B-,B-,B-,29612
13549,ex202407,subject46,set7/2/bass/X_2074-44.wav,set7/2/bass/Y_2074-25.wav,set7/2/bass/C_2004-36.wav,A+,A+,A+,A+,17876
13553,ex202407,subject125,set17/2/residuals/X_1928-13.wav,set17/2/residuals/Y_1928-28.wav,set17/2/residuals/C_1948-14.wav,A+,A-,A+,A-,72768
13554,ex202407,subject125,set17/3/residuals/X_1994-28.wav,set17/3/residuals/Y_1994-34.wav,set17/3/residuals/C_1880-10.wav,A+,A-,A+,A+,30200
13556,ex202407,subject125,set17/2/drums/X_1928-23.wav,set17/2/drums/Y_1928-22.wav,set17/2/drums/C_1948-20.wav,A+,A+,NA,A+,103042
13557,ex202407,subject125,set17/1/guitar/X_1962-15.wav,set17/1/guitar/Y_1962-22.wav,set17/1/guitar/C_2088-34.wav,A+,A+,A+,A+,24779
13559,ex202407,subject125,set17/2/piano/X_1928-9.wav,set17/2/piano/C_1948-44.wav,set17/2/piano/Y_1928-36.wav,B+,B-,B-,B-,54325
13560,ex202407,subject125,set17/0/mix/X_2004-34.wav,set17/0/mix/C_2074-20.wav,set17/0/mix/Y_2004-19.wav,A-,A-,B-,A-,41164
13561,ex202407,subject125,set17/3/bass/X_1994-32.wav,set17/3/bass/C_1880-39.wav,set17/3/bass/Y_1994-39.wav,A+,A+,NA,A+,24434
13566,ex202407,subject125,set17/0/residuals/X_2004-21.wav,set17/0/residuals/C_2074-50.wav,set17/0/residuals/Y_2004-34.wav,B-,A-,B-,B-,34352
13570,ex202407,subject125,set17/1/drums/X_1962-23.wav,set17/1/drums/Y_1962-40.wav,set17/1/drums/C_2088-9.wav,A+,A+,NA,A+,18153
13571,ex202407,subject125,set17/1/bass/X_1962-39.wav,set17/1/bass/C_2088-17.wav,set17/1/bass/Y_1962-33.wav,B+,B-,B-,B-,29320
13572,ex202407,subject125,set17/0/guitar/X_2004-37.wav,set17/0/guitar/Y_2004-8.wav,set17/0/guitar/C_2074-52.wav,B-,NA,B-,B-,57408
13573,ex202407,subject125,set17/0/piano/X_2004-40.wav,set17/0/piano/Y_2004-4.wav,set17/0/piano/C_2074-3.wav,A+,A-,A-,A-,29792
13574,ex202407,subject125,set17/3/mix/X_1994-33.wav,set17/3/mix/C_1880-13.wav,set17/3/mix/Y_1994-27.wav,B-,NA,B-,B-,34768
13575,ex202407,subject125,set17/1/residuals/X_1962-20.wav,set17/1/residuals/Y_1962-43.wav,set17/1/residuals/C_2088-24.wav,A+,A-,A-,A-,28384
13579,ex202407,subject125,set17/2/bass/X_1928-18.wav,set17/2/bass/C_1948-20.wav,set17/2/bass/Y_1928-34.wav,A-,B-,B-,B-,35639
13581,ex202407,subject125,set17/1/mix/X_1962-16.wav,set17/1/mix/C_2088-32.wav,set17/1/mix/Y_1962-24.wav,B+,B+,B+,B+,18230
13583,ex202407,subject125,set17/3/guitar/X_1994-30.wav,set17/3/guitar/C_1880-35.wav,set17/3/guitar/Y_1994-13.wav,B+,B-,B+,B+,28446
13584,ex202407,subject125,set17/0/drums/X_2004-11.wav,set17/0/drums/C_2074-40.wav,set17/0/drums/Y_2004-36.wav,B+,B-,NA,B-,17989
13588,ex202407,subject125,set17/0/bass/X_2004-11.wav,set17/0/bass/C_2074-27.wav,set17/0/bass/Y_2004-24.wav,A-,B-,B-,B-,29661
13590,ex202407,subject125,set17/2/guitar/X_1928-25.wav,set17/2/guitar/C_1948-48.wav,set17/2/guitar/Y_1928-21.wav,B-,NA,B-,B-,34035
13595,ex202407,subject125,set17/2/mix/X_1928-28.wav,set17/2/mix/C_1948-12.wav,set17/2/mix/Y_1928-4.wav,B+,B-,B-,B-,17697
13598,ex202407,subject125,set17/3/drums/X_1994-16.wav,set17/3/drums/Y_1994-35.wav,set17/3/drums/C_1880-41.wav,A+,A-,NA,A-,19484
13600,ex202407,subject125,set17/1/piano/X_1962-37.wav,set17/1/piano/Y_1962-18.wav,set17/1/piano/C_2088-21.wav,A+,A+,A-,A-,18316
13602,ex202407,subject125,set17/3/piano/X_1994-38.wav,set17/3/piano/C_1880-43.wav,set17/3/piano/Y_1994-37.wav,B+,B+,B-,B+,24511
13604,ex202407,subject158,set4/0/mix/X_1954-30.wav,set4/0/mix/Y_1954-41.wav,set4/0/mix/C_2037-17.wav,A+,A+,A+,A+,104562
13608,ex202407,subject158,set4/2/residuals/X_2053-3.wav,set4/2/residuals/Y_2053-40.wav,set4/2/residuals/C_2046-32.wav,B-,A-,A-,A-,87229
13611,ex202407,subject158,set4/1/guitar/X_1985-6.wav,set4/1/guitar/Y_1985-43.wav,set4/1/guitar/C_1904-36.wav,B+,A-,B+,B+,112057
13612,ex202407,subject158,set4/3/mix/X_1985-48.wav,set4/3/mix/Y_1985-50.wav,set4/3/mix/C_2047-59.wav,A+,A+,A+,A+,49371
13614,ex202407,subject158,set4/3/piano/X_1985-21.wav,set4/3/piano/Y_1985-19.wav,set4/3/piano/C_2047-31.wav,A+,A+,A+,A+,76763
13618,ex202407,subject158,set4/2/guitar/X_2053-57.wav,set4/2/guitar/C_2046-42.wav,set4/2/guitar/Y_2053-37.wav,B+,B-,B-,B-,63447
13620,ex202407,subject158,set4/1/residuals/X_1985-43.wav,set4/1/residuals/Y_1985-40.wav,set4/1/residuals/C_1904-35.wav,A+,A+,A+,A+,21657
13621,ex202407,subject158,set4/0/piano/X_1954-14.wav,set4/0/piano/C_2037-40.wav,set4/0/piano/Y_1954-18.wav,B+,B+,B+,B+,20900
13622,ex202407,subject158,set4/3/drums/X_1985-14.wav,set4/3/drums/Y_1985-24.wav,set4/3/drums/C_2047-35.wav,A-,A+,A+,A+,37418
13623,ex202407,subject158,set4/0/drums/X_1954-8.wav,set4/0/drums/Y_1954-25.wav,set4/0/drums/C_2037-18.wav,A-,A+,A+,A+,48095
13624,ex202407,subject158,set4/2/bass/X_2053-33.wav,set4/2/bass/Y_2053-56.wav,set4/2/bass/C_2046-36.wav,A-,A+,A-,A+,85410
13625,ex202407,subject158,set4/2/drums/X_2053-15.wav,set4/2/drums/C_2046-31.wav,set4/2/drums/Y_2053-17.wav,NA,B+,B-,B-,70187
13626,ex202407,subject158,set4/0/bass/X_1954-13.wav,set4/0/bass/Y_1954-37.wav,set4/0/bass/C_2037-25.wav,A+,A+,A+,A+,47268
13631,ex202407,subject158,set4/2/mix/X_2053-21.wav,set4/2/mix/Y_2053-38.wav,set4/2/mix/C_2046-38.wav,A+,A+,A+,A+,79572
13634,ex202407,subject158,set4/3/residuals/X_1985-23.wav,set4/3/residuals/Y_1985-46.wav,set4/3/residuals/C_2047-16.wav,A+,A+,A+,A+,38395
13635,ex202407,subject158,set4/0/residuals/X_1954-5.wav,set4/0/residuals/Y_1954-18.wav,set4/0/residuals/C_2037-58.wav,A+,A-,A-,A+,52909
13636,ex202407,subject158,set4/2/piano/X_2053-44.wav,set4/2/piano/Y_2053-52.wav,set4/2/piano/C_2046-45.wav,A-,A+,A+,A+,33790
13637,ex202407,subject158,set4/1/drums/X_1985-24.wav,set4/1/drums/C_1904-48.wav,set4/1/drums/Y_1985-35.wav,NA,B+,B+,B+,66042
13639,ex202407,subject158,set4/0/guitar/X_1954-15.wav,set4/0/guitar/Y_1954-36.wav,set4/0/guitar/C_2037-14.wav,A+,A+,A+,A+,40650
13641,ex202407,subject158,set4/1/bass/X_1985-36.wav,set4/1/bass/Y_1985-29.wav,set4/1/bass/C_1904-54.wav,NA,A+,A+,A+,70267
13642,ex202407,subject158,set4/1/piano/X_1985-31.wav,set4/1/piano/C_1904-6.wav,set4/1/piano/Y_1985-24.wav,A+,NA,NA,A-,97821
13643,ex202407,subject158,set4/3/guitar/X_1985-28.wav,set4/3/guitar/Y_1985-49.wav,set4/3/guitar/C_2047-50.wav,B-,B-,NA,B-,84140
13647,ex202407,subject158,set4/1/mix/X_1985-33.wav,set4/1/mix/Y_1985-37.wav,set4/1/mix/C_1904-3.wav,A+,A-,NA,A-,77412
13651,ex202407,subject158,set4/3/bass/X_1985-11.wav,set4/3/bass/Y_1985-14.wav,set4/3/bass/C_2047-27.wav,A-,A+,A+,A+,34113
13654,ex202407,subject200,set26/0/drums/X_2046-19.wav,set26/0/drums/Y_2046-45.wav,set26/0/drums/C_1948-29.wav,A-,A+,A+,A+,41511
13655,ex202407,subject200,set26/0/bass/X_2046-20.wav,set26/0/bass/Y_2046-17.wav,set26/0/bass/C_1948-35.wav,A-,A+,A+,A+,46638
13656,ex202407,subject200,set26/2/mix/X_2042-36.wav,set26/2/mix/C_2079-28.wav,set26/2/mix/Y_2042-37.wav,B+,B-,B+,B+,50074
13657,ex202407,subject200,set26/1/residuals/X_1951-23.wav,set26/1/residuals/Y_1951-40.wav,set26/1/residuals/C_2063-69.wav,A+,A-,A+,A+,38177
13658,ex202407,subject200,set26/1/bass/X_1951-29.wav,set26/1/bass/Y_1951-12.wav,set26/1/bass/C_2063-65.wav,NA,B-,B-,B-,51887
13659,ex202407,subject200,set26/1/guitar/X_1951-5.wav,set26/1/guitar/Y_1951-31.wav,set26/1/guitar/C_2063-67.wav,A+,A+,A+,A+,49756
13663,ex202407,subject200,set26/1/mix/X_1951-33.wav,set26/1/mix/C_2063-48.wav,set26/1/mix/Y_1951-34.wav,B+,B+,B+,B+,41224
13664,ex202407,subject200,set26/1/drums/X_1951-2.wav,set26/1/drums/C_2063-56.wav,set26/1/drums/Y_1951-40.wav,B+,B+,B+,B+,49520
13665,ex202407,subject200,set26/0/piano/X_2046-17.wav,set26/0/piano/Y_2046-29.wav,set26/0/piano/C_1948-37.wav,A+,A-,A+,A+,54876
